Time,Latitude,Longitude,Heading_Angle,Normal_Acceleration_Command,LOS_Distance_Rate,LOS_Angle,LOS_Angle_Rate,Leading_Angle,Leading_Angle_Target,Target_Overload,Heading_Angle_Target
396,53.7278,-85.2099,328.493,0.0266113,558277,326.833,0.00803697,1.65973,-196.128,8.0801,130.706
397,53.7386,-85.221,328.52,0.0252537,555905,326.842,0.00833891,1.678,-196.124,11.8178,130.718
398,53.7493,-85.2321,328.545,0.0224018,553525,326.849,0.00772987,1.69553,-196.119,12.4222,130.73
399,53.76,-85.2432,328.567,0.0305338,551150,326.858,0.00901726,1.70891,-196.12,8.08044,130.738
400,53.7708,-85.2543,328.598,0.0231417,548769,326.866,0.00791458,1.73153,-196.116,12.4211,130.75
401,53.7815,-85.2654,328.621,0.0267384,546398,326.875,0.00871059,1.74596,-196.113,11.8217,130.762
402,53.7922,-85.2765,328.648,0.0268564,544017,326.883,0.00809818,1.7646,-196.113,8.08078,130.77
403,53.803,-85.2876,328.675,0.0270937,541646,326.892,0.00890187,1.78256,-196.109,12.4193,130.783
404,53.8137,-85.2986,328.702,0.0275916,539265,326.9,0.00828188,1.80137,-196.109,8.08099,130.791
405,53.8245,-85.3097,328.729,0.0278556,536894,326.909,0.00909202,1.81987,-196.106,12.4182,130.803
406,53.8352,-85.3208,328.757,0.0257623,534514,326.918,0.00846732,1.83926,-196.103,11.8262,130.815
407,53.846,-85.3318,328.783,0.0257365,532134,326.926,0.0085622,1.85646,-196.099,12.4168,130.828
408,53.8567,-85.3429,328.809,0.032018,529762,326.936,0.009388,1.8728,-196.1,8.08145,130.836
409,53.8675,-85.3539,328.841,0.0294897,527382,326.945,0.00875612,1.89607,-196.101,8.08154,130.844
410,53.8783,-85.3649,328.87,0.0242971,525002,326.953,0.00884531,1.91671,-196.094,16.1634,130.86
411,53.889,-85.376,328.894,0.0331893,522631,326.963,0.00968059,1.93133,-196.095,8.08178,130.868
412,53.8998,-85.387,328.928,0.0255687,520255,326.972,0.00851962,1.956,-196.091,12.4139,130.88
413,53.9106,-85.398,328.953,0.0310184,517875,326.981,0.00913802,1.97243,-196.092,8.08199,130.888
414,53.9213,-85.409,328.984,0.0343981,515504,326.991,0.00998249,1.99346,-196.094,8.08207,130.896
415,53.9321,-85.42,329.019,0.0241114,513128,327,0.00879895,2.01906,-196.087,16.1645,130.913
416,53.9429,-85.431,329.043,0.0321858,510748,327.009,0.00942961,2.03374,-196.088,8.08232,130.921
417,53.9537,-85.442,329.075,0.0326458,508377,327.019,0.0102873,2.05564,-196.086,12.411,130.933
418,53.9645,-85.453,329.108,0.0308322,506001,327.028,0.00909127,2.0792,-196.087,8.08252,130.941
419,53.9753,-85.4639,329.138,0.0286241,503625,327.038,0.00918395,2.10084,-196.084,11.838,130.953
420,53.9861,-85.4749,329.167,0.0308175,501246,327.047,0.00983,2.11964,-196.082,12.4092,130.965
421,53.9969,-85.4859,329.198,0.0350765,498879,327.058,0.0101517,2.1403,-196.084,8.08285,130.974
422,54.0077,-85.4968,329.233,0.0316428,496499,327.068,0.0100359,2.16535,-196.082,12.4081,130.986
423,54.0185,-85.5077,329.265,0.0327887,494123,327.077,0.00957986,2.18741,-196.083,8.08305,130.994
424,54.0293,-85.5187,329.297,0.0305996,491748,327.087,0.00967801,2.21052,-196.081,11.8426,131.006
425,54.0401,-85.5296,329.328,0.0306164,489372,327.097,0.00977889,2.23134,-196.078,12.4063,131.018
426,54.0509,-85.5405,329.359,0.0371337,487005,327.107,0.0106653,2.25129,-196.081,8.08337,131.026
427,54.0618,-85.5514,329.396,0.0337172,484626,327.118,0.0105533,2.27787,-196.079,12.4051,131.039
428,54.0726,-85.5624,329.429,0.0322226,482251,327.128,0.0100839,2.3015,-196.077,11.8464,131.051
429,54.0834,-85.5733,329.462,0.035221,479875,327.138,0.0101872,2.32354,-196.079,8.08368,131.059
430,54.0942,-85.5841,329.497,0.0326655,477500,327.148,0.0102899,2.34847,-196.077,12.4033,131.071
431,54.1051,-85.595,329.53,0.036048,475124,327.159,0.0103936,2.37074,-196.08,8.08388,131.079
432,54.1159,-85.6059,329.566,0.0334984,472749,327.169,0.0104976,2.39629,-196.078,12.4022,131.092
433,54.1268,-85.6168,329.599,0.0319459,470377,327.179,0.0100151,2.41978,-196.076,11.8509,131.103
434,54.1376,-85.6276,329.631,0.0373167,468002,327.19,0.0107103,2.44101,-196.078,8.08419,131.112
435,54.1485,-85.6385,329.668,0.034784,465627,327.201,0.0108182,2.46751,-196.077,12.4003,131.124
436,54.1593,-85.6493,329.703,0.0381723,463252,327.212,0.0109238,2.49137,-196.08,8.08439,131.132
437,54.1702,-85.6601,329.741,0.0356327,460877,327.223,0.0110298,2.51851,-196.078,12.3992,131.144
438,54.1811,-85.671,329.777,0.0340156,458506,327.233,0.0105323,2.54361,-196.077,11.8553,131.156
439,54.1919,-85.6818,329.811,0.0394653,456131,327.245,0.0112464,2.56638,-196.08,8.0847,131.164
440,54.2028,-85.6926,329.85,0.0344984,453760,327.255,0.0107457,2.5951,-196.079,12.3974,131.177
441,54.2137,-85.7034,329.885,0.0403372,451385,327.267,0.011464,2.61814,-196.082,8.08489,131.185
442,54.2246,-85.7142,329.925,0.0352287,449011,327.278,0.0115754,2.6469,-196.077,16.1701,131.201
443,54.2354,-85.7249,329.96,0.038745,446640,327.289,0.011066,2.67106,-196.08,8.08512,131.209
444,54.2463,-85.7357,329.999,0.0391812,444269,327.301,0.0111748,2.69863,-196.083,8.08519,131.217
445,54.2572,-85.7465,330.038,0.0391578,441894,327.312,0.0119084,2.7259,-196.083,12.3944,131.23
446,54.2681,-85.7572,330.078,0.04004,439524,327.324,0.011389,2.75367,-196.086,8.08538,131.238
447,54.279,-85.7679,330.118,0.0378698,437153,327.335,0.0114952,2.78222,-196.086,11.8632,131.25
448,54.2899,-85.7787,330.155,0.040509,434779,327.348,0.0122451,2.80784,-196.086,12.3925,131.262
449,54.3008,-85.7894,330.196,0.0413649,432408,327.359,0.0117195,2.83663,-196.089,8.08568,131.27
450,54.3118,-85.8001,330.237,0.0388365,430038,327.371,0.0118268,2.86617,-196.089,12.3914,131.282
451,54.3227,-85.8108,330.276,0.038745,427659,327.382,0.0110648,2.89394,-196.092,8.08587,131.29
452,54.3336,-85.8215,330.315,0.0400969,425288,327.394,0.0120513,2.92064,-196.092,11.8677,131.302
453,54.3445,-85.8322,330.355,0.040208,422918,327.406,0.0121685,2.94856,-196.092,12.3895,131.315
454,54.3555,-85.8428,330.395,0.0462928,420545,327.419,0.0129493,2.97582,-196.097,8.08617,131.323
455,54.3664,-85.8535,330.442,0.0384564,418178,327.431,0.0117304,3.01039,-196.096,12.3884,131.335
456,54.3773,-85.8641,330.48,0.0383427,415799,327.443,0.0116131,3.03723,-196.096,11.8715,131.347
457,54.3883,-85.8748,330.518,0.0450228,413429,327.455,0.0126315,3.06294,-196.1,8.08646,131.355
458,54.3992,-85.8854,330.563,0.0425476,411060,327.468,0.0127512,3.09521,-196.101,12.3865,131.368
459,54.4102,-85.896,330.606,0.0459644,408690,327.481,0.0128662,3.12489,-196.105,8.08664,131.376
460,54.4212,-85.9066,330.652,0.0427714,406311,327.493,0.0120685,3.15879,-196.109,8.08671,131.384
461,54.4321,-85.9172,330.695,0.0413201,403942,327.506,0.0130939,3.18847,-196.106,16.1737,131.4
462,54.4431,-85.9278,330.736,0.0445881,401576,327.519,0.0125218,3.21727,-196.111,8.08693,131.408
463,54.4541,-85.9383,330.781,0.0449178,399207,327.532,0.0133413,3.24851,-196.112,12.3835,131.42
464,54.465,-85.9489,330.825,0.0446276,396829,327.545,0.0125311,3.2809,-196.116,8.08711,131.428
465,54.476,-85.9594,330.87,0.0459848,394463,327.557,0.0128697,3.31266,-196.121,8.08718,131.437
466,54.487,-85.9699,330.916,0.0437574,392094,327.571,0.0137013,3.34494,-196.118,16.1746,131.453
467,54.498,-85.9805,330.96,0.0431468,389720,327.583,0.0121606,3.37654,-196.122,8.08739,131.461
468,54.509,-85.991,331.003,0.0503296,387351,327.597,0.0139537,3.40573,-196.128,8.08746,131.469
469,54.52,-86.0015,331.053,0.0411223,384977,327.61,0.0123913,3.44367,-196.128,12.38,131.481
470,54.531,-86.012,331.094,0.0483726,382612,327.623,0.0134645,3.47133,-196.134,8.08764,131.489
471,54.542,-86.0224,331.143,0.0492418,380243,327.637,0.0143327,3.50537,-196.136,11.8844,131.501
472,54.553,-86.0329,331.192,0.0425211,377870,327.65,0.0127394,3.54187,-196.137,12.3781,131.514
473,54.5641,-86.0433,331.235,0.0498562,375505,327.664,0.0138339,3.57056,-196.142,8.08792,131.522
474,54.5751,-86.0538,331.284,0.0465173,373128,327.678,0.0137361,3.60668,-196.144,12.377,131.534
475,54.5861,-86.0642,331.331,0.0482576,370763,327.692,0.0140863,3.63911,-196.146,11.8881,131.546
476,54.5972,-86.0746,331.379,0.0474058,368390,327.705,0.0132212,3.67414,-196.151,8.0882,131.554
477,54.6082,-86.085,331.427,0.0489404,366025,327.719,0.0143396,3.70721,-196.153,12.3751,131.566
478,54.6192,-86.0953,331.476,0.0524138,363661,327.734,0.0144705,3.74168,-196.159,8.08837,131.575
479,54.6303,-86.1057,331.528,0.0488625,361288,327.747,0.0135837,3.78051,-196.165,8.08844,131.583
480,54.6414,-86.1161,331.577,0.0478384,358924,327.762,0.0147159,3.81466,-196.163,16.1771,131.599
481,54.6524,-86.1264,331.625,0.0498537,356552,327.776,0.0138304,3.84866,-196.169,8.08864,131.607
482,54.6635,-86.1367,331.674,0.0503612,354179,327.79,0.0139566,3.88456,-196.175,8.08871,131.615
483,54.6746,-86.147,331.725,0.0520618,351815,327.805,0.0151156,3.91981,-196.178,12.3716,131.627
484,54.6856,-86.1573,331.777,0.0513758,349443,327.819,0.014209,3.95766,-196.184,8.08888,131.635
485,54.6967,-86.1676,331.828,0.0472237,347083,327.834,0.0145606,3.99447,-196.182,16.178,131.652
486,54.7078,-86.1779,331.876,0.0524098,344711,327.848,0.0144662,4.02723,-196.189,8.08908,131.66
487,54.7189,-86.1881,331.928,0.0572003,342348,327.864,0.0156611,4.06398,-196.196,8.08915,131.668
488,54.73,-86.1984,331.985,0.0471579,339979,327.878,0.0138891,4.10729,-196.198,12.3685,131.68
489,54.7411,-86.2086,332.032,0.0539564,337607,327.893,0.0148507,4.1396,-196.204,8.08932,131.688
490,54.7522,-86.2188,332.086,0.0562247,335245,327.909,0.0160702,4.17749,-196.209,11.9009,131.7
491,54.7633,-86.229,332.142,0.0486746,332877,327.923,0.0142658,4.21944,-196.211,12.3666,131.713
492,54.7745,-86.2392,332.191,0.0555762,330505,327.938,0.0152534,4.25287,-196.218,8.08958,131.721
493,54.7856,-86.2493,332.247,0.0570712,328147,327.954,0.0156258,4.29282,-196.225,8.08964,131.729
494,54.7967,-86.2595,332.304,0.0537227,325775,327.969,0.0155234,4.33436,-196.228,12.3649,131.741
495,54.8079,-86.2696,332.358,0.0510382,323408,327.984,0.0147744,4.37331,-196.231,11.9053,131.753
496,54.819,-86.2797,332.409,0.0587031,321050,328,0.0160312,4.40832,-196.239,8.0899,131.761
497,54.8302,-86.2898,332.467,0.0554104,318679,328.016,0.0159424,4.45108,-196.243,12.363,131.773
498,54.8413,-86.2999,332.523,0.0552706,316312,328.031,0.0151738,4.49132,-196.25,8.09007,131.782
499,54.8525,-86.31,332.578,0.0558001,313945,328.047,0.0153053,4.53128,-196.257,8.09013,131.79
500,54.8636,-86.32,332.634,0.0553888,311587,328.063,0.0165902,4.57049,-196.257,16.1805,131.806
501,54.8748,-86.3301,332.689,0.0569163,309220,328.079,0.0155825,4.6103,-196.265,8.09032,131.814
502,54.886,-86.3401,332.746,0.057467,306854,328.095,0.0157192,4.6515,-196.273,8.09039,131.822
503,54.8972,-86.3501,332.804,0.058854,304484,328.111,0.0167968,4.69217,-196.277,12.3595,131.834
504,54.9084,-86.3601,332.862,0.0633283,302127,328.129,0.0171795,4.73384,-196.286,8.09055,131.842
505,54.9196,-86.3701,332.926,0.0564868,299761,328.145,0.0161286,4.78104,-196.29,11.9136,131.854
506,54.9308,-86.38,332.982,0.0567142,297395,328.161,0.0162608,4.82127,-196.294,12.3575,131.867
507,54.942,-86.39,333.039,0.0563438,295033,328.176,0.0154358,4.86254,-196.302,8.0908,131.875
508,54.9532,-86.3999,333.095,0.0608389,292667,328.193,0.0165559,4.90233,-196.31,8.09086,131.883
509,54.9644,-86.4098,333.156,0.0584995,290302,328.21,0.0167035,4.94647,-196.314,12.3559,131.895
510,54.9756,-86.4197,333.215,0.0593898,287937,328.226,0.0168496,4.98812,-196.319,11.918,131.907
511,54.9868,-86.4295,333.274,0.0676292,285581,328.245,0.0182463,5.02926,-196.329,8.09111,131.915
512,54.9981,-86.4394,333.342,0.056203,283219,328.261,0.0161284,5.08076,-196.333,12.3539,131.928
513,55.0093,-86.4492,333.398,0.063774,280855,328.278,0.0172836,5.11968,-196.342,8.09126,131.936
514,55.0206,-86.459,333.462,0.0644129,278490,328.296,0.017442,5.16601,-196.352,8.09132,131.944
515,55.0318,-86.4688,333.526,0.0552209,276129,328.312,0.0165381,5.21389,-196.352,16.1829,131.96
516,55.0431,-86.4786,333.581,0.0656209,273765,328.33,0.0177414,5.25137,-196.362,8.0915,131.968
517,55.0544,-86.4883,333.647,0.0620202,271405,328.347,0.0168431,5.30014,-196.371,8.09156,131.976
518,55.0656,-86.4981,333.709,0.0639512,269041,328.365,0.0180539,5.34411,-196.376,12.3503,131.988
519,55.0769,-86.5078,333.773,0.0631814,266681,328.382,0.0171307,5.39093,-196.385,8.09172,131.997
520,55.0882,-86.5175,333.836,0.0655202,264317,328.4,0.0183702,5.43574,-196.392,11.9263,132.009
521,55.0995,-86.5272,333.901,0.0614491,261958,328.418,0.0174273,5.48384,-196.397,12.3484,132.021
522,55.1108,-86.5368,333.963,0.0649892,259598,328.435,0.0175783,5.52771,-196.406,8.09196,132.029
523,55.1221,-86.5465,334.028,0.0656205,257239,328.453,0.0177346,5.57496,-196.416,8.09201,132.037
524,55.1334,-86.5561,334.094,0.0678696,254876,328.472,0.0190235,5.62156,-196.423,12.3467,132.049
525,55.1447,-86.5657,334.161,0.0642166,252517,328.49,0.0180411,5.67139,-196.429,11.9306,132.061
526,55.156,-86.5753,334.226,0.0674797,250158,328.508,0.0181946,5.71741,-196.439,8.09225,132.069
527,55.1674,-86.5848,334.293,0.0651927,247800,328.527,0.0183532,5.76654,-196.445,12.3448,132.082
528,55.1787,-86.5944,334.358,0.0687682,245442,328.545,0.0185133,5.81321,-196.455,8.0924,132.09
529,55.19,-86.6039,334.427,0.0694193,243083,328.564,0.0186743,5.86331,-196.466,8.09246,132.098
530,55.2014,-86.6134,334.497,0.0586484,240716,328.581,0.0173788,5.91535,-196.467,16.1851,132.114
531,55.2127,-86.6229,334.555,0.0707406,238358,328.6,0.0190011,5.955,-196.478,8.09263,132.122
532,55.2241,-86.6323,334.626,0.071498,236001,328.619,0.0191884,6.00655,-196.489,8.09269,132.13
533,55.2355,-86.6418,334.697,0.0692042,233644,328.639,0.0193445,6.0587,-196.496,12.3411,132.143
534,55.2468,-86.6512,334.767,0.0727977,231287,328.658,0.0195094,6.1084,-196.507,8.09283,132.151
535,55.2582,-86.6606,334.839,0.0734694,228930,328.678,0.0196752,6.16152,-196.519,8.09289,132.159
536,55.2696,-86.67,334.913,0.0572006,226567,328.695,0.0170121,6.21798,-196.52,16.186,132.175
537,55.281,-86.6793,334.97,0.0748376,224211,328.715,0.0200132,6.25516,-196.532,8.09306,132.183
538,55.2924,-86.6886,335.045,0.0756891,221855,328.735,0.0202236,6.30978,-196.544,8.09311,132.191
539,55.3038,-86.6979,335.121,0.0680542,219502,328.754,0.0190498,6.36642,-196.551,12.3375,132.204
540,55.3152,-86.7072,335.189,0.0770342,217147,328.775,0.0205554,6.41392,-196.563,8.09325,132.212
541,55.3266,-86.7165,335.266,0.0686856,214782,328.794,0.0191367,6.47181,-196.57,11.9438,132.224
542,55.3381,-86.7257,335.334,0.0729519,212430,328.813,0.0195367,6.52096,-196.582,8.09339,132.232
543,55.3495,-86.7349,335.407,0.0763658,210076,328.835,0.0211116,6.5728,-196.59,12.335,132.244
544,55.3609,-86.7441,335.484,0.0743796,207724,328.854,0.0198888,6.62928,-196.602,8.09353,132.252
545,55.3724,-86.7533,335.558,0.0740533,205361,328.874,0.0198061,6.68385,-196.614,8.09358,132.26
546,55.3838,-86.7625,335.632,0.0701415,203010,328.894,0.020219,6.73769,-196.618,16.1874,132.276
547,55.3953,-86.7716,335.702,0.0764944,200659,328.915,0.0204102,6.78742,-196.63,8.09375,132.284
548,55.4067,-86.7807,335.779,0.0703165,198300,328.934,0.0188722,6.84504,-196.641,8.0938,132.293
549,55.4182,-86.7898,335.849,0.0811029,195947,328.956,0.0222791,6.89308,-196.651,12.3313,132.305
550,55.4297,-86.7988,335.93,0.0788059,193597,328.977,0.0209798,6.9532,-196.664,8.09394,132.313
551,55.4412,-86.8078,336.009,0.0696251,191238,328.996,0.0193568,7.01265,-196.671,11.9519,132.325
552,55.4527,-86.8168,336.079,0.0773093,188889,329.018,0.0213302,7.06095,-196.68,12.3294,132.337
553,55.4642,-86.8258,336.156,0.073776,186531,329.037,0.0197243,7.11853,-196.692,8.09415,132.345
554,55.4757,-86.8348,336.23,0.0819045,184182,329.059,0.0217429,7.17056,-196.706,8.0942,132.353
555,55.4872,-86.8437,336.312,0.0827323,181834,329.081,0.0219465,7.23052,-196.72,8.09426,132.362
556,55.4987,-86.8526,336.394,0.0729219,179476,329.101,0.020232,7.29302,-196.727,12.3271,132.374
557,55.5102,-86.8615,336.467,0.0815842,177129,329.124,0.0223192,7.34362,-196.738,11.9568,132.386
558,55.5218,-86.8703,336.549,0.0773784,174772,329.144,0.0206104,7.4046,-196.75,8.09447,132.394
559,55.5333,-86.8792,336.626,0.0830665,172425,329.167,0.0227464,7.45923,-196.761,12.3252,132.406
560,55.5449,-86.888,336.709,0.0788896,170069,329.188,0.0209818,7.52131,-196.774,8.0946,132.414
561,55.5564,-86.8968,336.788,0.08771,167722,329.211,0.0231705,7.57703,-196.789,8.09465,132.422
562,55.568,-86.9055,336.876,0.0675587,165370,329.231,0.0195507,7.64519,-196.792,16.1895,132.439
563,55.5796,-86.9142,336.943,0.0894685,163024,329.254,0.0236028,7.68915,-196.808,8.0948,132.447
564,55.5911,-86.9229,337.033,0.0821405,160669,329.276,0.0217807,7.75684,-196.821,8.09485,132.455
565,55.6027,-86.9316,337.115,0.0838041,158327,329.298,0.0221915,7.81679,-196.835,8.0949,132.463
566,55.6143,-86.9402,337.199,0.0806996,155973,329.32,0.0221425,7.87845,-196.845,12.3209,132.475
567,55.6259,-86.9489,337.28,0.0906026,153628,329.345,0.0245373,7.93461,-196.858,11.965,132.487
568,55.6375,-86.9574,337.37,0.0774414,151278,329.366,0.0206052,8.00461,-196.87,8.09511,132.495
569,55.6491,-86.966,337.448,0.0922586,148934,329.391,0.0250037,8.05704,-196.883,12.319,132.508
570,55.6607,-86.9745,337.54,0.078926,146584,329.412,0.0209691,8.12833,-196.896,8.09523,132.516
571,55.6724,-86.983,337.619,0.0795376,144235,329.433,0.0211187,8.18614,-196.909,8.09528,132.524
572,55.684,-86.9915,337.698,0.0954664,141892,329.458,0.0257911,8.23989,-196.922,12.3172,132.536
573,55.6956,-87,337.794,0.078643,139543,329.48,0.0215556,8.3138,-196.932,11.9698,132.548
574,55.7073,-87.0084,337.872,0.0917566,137204,329.504,0.024142,8.3683,-196.948,8.09548,132.556
575,55.7189,-87.0168,337.964,0.0918418,134853,329.528,0.0241601,8.4359,-196.964,8.09553,132.564
576,55.7306,-87.0251,338.056,0.0806793,132505,329.55,0.0221121,8.50563,-196.974,12.3147,132.577
577,55.7423,-87.0335,338.137,0.094667,130168,329.575,0.0248548,8.56145,-196.991,8.09565,132.585
578,55.7539,-87.0418,338.231,0.0826612,127821,329.598,0.0225397,8.63358,-197.001,11.9737,132.597
579,55.7656,-87.0501,338.314,0.0832033,125474,329.621,0.0227296,8.69351,-197.012,12.3127,132.609
580,55.7773,-87.0583,338.397,0.0980193,123137,329.646,0.0256766,8.75104,-197.029,8.09584,132.617
581,55.789,-87.0665,338.495,0.088169,120791,329.669,0.0232322,8.82582,-197.044,8.09589,132.625
582,55.8007,-87.0747,338.583,0.088887,118446,329.693,0.0234072,8.89059,-197.06,8.09594,132.633
583,55.8124,-87.0829,338.672,0.0869447,116101,329.716,0.0236447,8.95583,-197.071,12.3104,132.646
584,55.8241,-87.091,338.759,0.0999038,113766,329.743,0.0267947,9.01598,-197.086,11.9785,132.658
585,55.8359,-87.0991,338.859,0.091993,111422,329.767,0.024167,9.09171,-197.102,8.09612,132.666
586,55.8476,-87.1071,338.951,0.0898606,109078,329.792,0.024357,9.15935,-197.114,12.3084,132.678
587,55.8593,-87.1152,339.041,0.0824549,106737,329.814,0.0217991,9.22741,-197.128,8.09624,132.686
588,55.8711,-87.1232,339.123,0.107659,104404,329.842,0.0280357,9.28183,-197.147,8.09629,132.694
589,55.8829,-87.1311,339.231,0.0935825,102061,329.867,0.0252123,9.36428,-197.161,11.9824,132.706
590,55.8946,-87.1391,339.325,0.0941324,99719,329.892,0.0254003,9.43246,-197.174,12.3059,132.718
591,55.9064,-87.147,339.419,0.0857143,97380.4,329.915,0.0225932,9.504,-197.188,8.09647,132.727
592,55.9182,-87.1549,339.505,0.0994424,95039,329.941,0.0259865,9.56373,-197.206,8.09651,132.735
593,55.9299,-87.1627,339.604,0.0877054,92701.2,329.964,0.0230792,9.64009,-197.221,8.09656,132.743
594,55.9417,-87.1705,339.692,0.113662,90370.2,329.994,0.0302158,9.69758,-197.239,12.3036,132.755
595,55.9535,-87.1783,339.805,0.0869481,88033.3,330.018,0.0235506,9.78769,-197.251,11.9872,132.767
596,55.9653,-87.186,339.892,0.104431,85693.7,330.045,0.027204,9.84744,-197.27,8.09674,132.775
597,55.9772,-87.1937,339.997,0.0884678,83357.6,330.069,0.0239731,9.92789,-197.281,12.3016,132.787
598,55.989,-87.2014,340.085,0.0922476,81022.1,330.093,0.0241843,9.99218,-197.297,8.09685,132.796
599,56.0008,-87.209,340.177,0.109215,78683.8,330.121,0.0283736,10.0561,-197.318,8.09689,132.804
600,56.0126,-87.2167,340.287,0.0921372,76349.1,330.146,0.0248154,10.1405,-197.331,11.991,132.816
601,56.0245,-87.2242,340.379,0.0927526,74014.9,330.171,0.0250165,10.2076,-197.343,12.2991,132.828
602,56.0363,-87.2318,340.472,0.114364,71678,330.201,0.0296317,10.2707,-197.365,8.09707,132.836
603,56.0482,-87.2393,340.586,0.0985845,69344.7,330.227,0.0257291,10.3593,-197.382,8.09711,132.844
604,56.0601,-87.2467,340.685,0.0992562,67011.9,330.252,0.0258906,10.432,-197.4,8.09715,132.852
605,56.0719,-87.2542,340.784,0.0977213,64679.6,330.279,0.026226,10.5051,-197.414,12.2968,132.865
