Time,Latitude,Longitude,Heading_Angle,Normal_Acceleration_Command,LOS_Distance,LOS_Distance_Rate,LOS_Angle,LOS_Angle_Rate,LOS_Angle_Acceleration
247,52.4065,-83.0591,314.678,-0.0168334,906011,-2339.91,326.422,-0.00893505,0.0320856
248,52.4154,-83.0737,314.661,-0.0197233,903671,-2339.99,326.413,-0.00890884,0.0297938
249,52.4242,-83.0884,314.642,-0.0225861,901331,-2340.05,326.405,-0.00887859,0.027502
250,52.4331,-83.1031,314.619,-0.0254218,898991,-2340.1,326.396,-0.00884427,0.0252101
251,52.4419,-83.1178,314.594,-0.0282302,896650,-2340.13,326.387,-0.00880588,0.0229183
252,52.4507,-83.1325,314.565,-0.0310111,894310,-2340.15,326.378,-0.0087634,0.0206265
253,52.4595,-83.1472,314.534,-0.0337645,891970,-2340.16,326.369,-0.00871683,0.0183346
254,52.4684,-83.1619,314.501,-0.0364902,889630,-2340.15,326.361,-0.00866614,0.0160428
255,52.4772,-83.1766,314.464,-0.0391881,887290,-2340.13,326.352,-0.00861134,0.013751
256,52.486,-83.1914,314.425,-0.0418581,884950,-2340.1,326.344,-0.0085524,0.0114592
257,52.4948,-83.2061,314.383,-0.0445,882610,-2340.05,326.335,-0.00848932,0.00916732
258,52.5036,-83.2209,314.339,-0.048948,880273,-2336.22,326.326,-0.00870823,0.00687549
259,52.5124,-83.2357,314.29,-0.0496967,877934,-2339.9,326.318,-0.00835031,0.00458366
260,52.5211,-83.2505,314.24,-0.0522453,875594,-2339.81,326.31,-0.00827349,0.00229183
261,52.5299,-83.2653,314.188,-0.056613,873258,-2335.94,326.301,-0.00848249,-7.76503e-19
262,52.5387,-83.2801,314.131,-0.0572713,870918,-2339.58,326.293,-0.0081094,-0.00229183
263,52.5474,-83.295,314.074,-0.0615768,868583,-2335.68,326.285,-0.00831052,-0.00458366
264,52.5562,-83.3098,314.012,-0.0621739,866243,-2339.29,326.277,-0.00792723,-0.00687549
265,52.5649,-83.3247,313.95,-0.0680464,863896,-2347.58,326.269,-0.00831154,-0.00916732
266,52.5736,-83.3396,313.882,-0.0688037,861561,-2335.18,326.261,-0.00802057,-0.0114592
267,52.5823,-83.3546,313.813,-0.0711422,859226,-2334.98,326.253,-0.00791363,-0.013751
268,52.591,-83.3695,313.742,-0.0716062,856887,-2338.53,326.245,-0.0075085,-0.0160428
269,52.5997,-83.3845,313.67,-0.0757495,854552,-2334.54,326.237,-0.00768961,-0.0183346
270,52.6084,-83.3995,313.595,-0.0761592,852214,-2338.07,326.23,-0.00727542,-0.0206265
271,52.6171,-83.4145,313.519,-0.0802482,849880,-2334.06,326.223,-0.00744983,-0.0229183
272,52.6257,-83.4295,313.438,-0.0824564,847547,-2333.8,326.215,-0.00732398,-0.0252101
273,52.6344,-83.4445,313.356,-0.0846261,845213,-2333.51,326.208,-0.00719254,-0.027502
274,52.643,-83.4596,313.271,-0.0903801,842871,-2341.69,326.201,-0.00754989,-0.0297938
275,52.6516,-83.4747,313.181,-0.0869968,840535,-2336.66,326.194,-0.0066138,-0.0320856
276,52.6602,-83.4899,313.094,-0.0909323,838202,-2332.57,326.187,-0.00676884,-0.0343775
277,52.6688,-83.505,313.003,-0.0929916,835870,-2332.23,326.181,-0.00662148,-0.0366693
278,52.6774,-83.5202,312.91,-0.0950119,833538,-2331.88,326.174,-0.00646846,-0.0389611
279,52.6859,-83.5354,312.815,-0.097002,831206,-2331.51,326.168,-0.00631111,-0.041253
280,52.6944,-83.5506,312.718,-0.0989619,828875,-2331.12,326.162,-0.00614941,-0.0435448
281,52.703,-83.5659,312.619,-0.100892,826545,-2330.72,326.156,-0.00598336,-0.0458366
282,52.7115,-83.5812,312.518,-0.106527,824206,-2338.79,326.149,-0.00631611,-0.0481285
283,52.72,-83.5965,312.411,-0.10465,821876,-2329.87,326.144,-0.00563674,-0.0504203
284,52.7284,-83.6118,312.307,-0.10647,819547,-2329.42,326.138,-0.00545487,-0.0527121
285,52.7369,-83.6272,312.2,-0.110172,817221,-2325.19,326.133,-0.00558283,-0.0550039
286,52.7453,-83.6426,312.09,-0.103953,814893,-2328.48,326.128,-0.00508311,-0.0527121
287,52.7538,-83.658,311.986,-0.0996251,812565,-2328,326.123,-0.00489393,-0.0504203
288,52.7622,-83.6735,311.887,-0.0990975,810229,-2336.05,326.118,-0.00522168,-0.0481285
289,52.7706,-83.689,311.788,-0.093025,807905,-2323.35,326.113,-0.00484639,-0.0458366
290,52.7789,-83.7045,311.694,-0.0868368,805579,-2326.69,326.108,-0.00435375,-0.0435448
291,52.7873,-83.72,311.608,-0.0826416,803252,-2326.3,326.104,-0.00418313,-0.041253
292,52.7956,-83.7356,311.525,-0.0804775,800930,-2322.17,326.1,-0.00433742,-0.0389611
293,52.804,-83.7512,311.445,-0.078091,798596,-2334.09,326.095,-0.00437598,-0.0366693
294,52.8123,-83.7668,311.366,-0.0722769,796275,-2321.5,326.091,-0.00402133,-0.0343775
295,52.8206,-83.7824,311.294,-0.0661874,793950,-2324.95,326.088,-0.0035468,-0.0320856
296,52.8289,-83.7981,311.228,-0.0641995,791629,-2320.91,326.084,-0.00372272,-0.0297938
297,52.8372,-83.8137,311.164,-0.0581681,789304,-2324.41,326.081,-0.0032583,-0.027502
298,52.8454,-83.8294,311.106,-0.059968,786976,-2328.94,326.077,-0.00397016,-0.0252101
299,52.8537,-83.8451,311.046,-0.0502704,784652,-2323.97,326.074,-0.0029873,-0.0229183
300,52.862,-83.8608,310.995,-0.0484489,782332,-2320.01,326.071,-0.00318377,-0.0206265
301,52.8702,-83.8765,310.947,-0.0446041,780012,-2319.85,326.068,-0.00306258,-0.0183346
302,52.8784,-83.8923,310.902,-0.0423301,777680,-2331.99,326.065,-0.00314462,-0.0160428
303,52.8867,-83.9081,310.86,-0.0369849,775360,-2319.58,326.062,-0.00283043,-0.013751
304,52.8949,-83.9238,310.823,-0.0332193,773041,-2319.48,326.059,-0.00272082,-0.0114592
305,52.9031,-83.9396,310.79,-0.0294943,770721,-2319.41,326.056,-0.00261724,-0.00916732
306,52.9113,-83.9554,310.76,-0.0294579,768393,-2327.88,326.053,-0.00305392,-0.00687549
307,52.9195,-83.9712,310.731,-0.0221322,766074,-2319.32,326.051,-0.00242316,-0.00458366
308,52.9277,-83.987,310.709,-0.0162808,763751,-2323.06,326.049,-0.00199455,-0.00229183
309,52.9359,-84.0028,310.692,-0.0148944,761432,-2319.33,326.047,-0.00224765,-5.43552e-18
310,52.9441,-84.0186,310.678,-0.0149847,759104,-2327.91,326.044,-0.00271131,0.00229183
311,52.9523,-84.0345,310.663,-0.00780402,756784,-2319.43,326.042,-0.00209435,0.00458366
312,52.9605,-84.0503,310.655,-0.00428717,754465,-2319.51,326.04,-0.00202201,0.00687549
313,52.9687,-84.0662,310.65,-0.000822068,752145,-2319.62,326.038,-0.0019575,0.00916732
314,52.9769,-84.082,310.65,-0.00330151,749821,-2324.54,326.035,-0.00278893,0.0114592
315,52.9851,-84.0979,310.646,0.00602403,747501,-2319.88,326.033,-0.00184135,0.013751
316,52.9933,-84.1137,310.652,0.00942317,745181,-2320.04,326.032,-0.00178699,0.0160428
317,53.0015,-84.1296,310.662,0.00913533,742852,-2328.79,326.029,-0.00229396,0.0183346
318,53.0097,-84.1454,310.671,0.0160699,740531,-2320.45,326.028,-0.00170143,0.0206265
319,53.0179,-84.1613,310.687,0.0193591,738211,-2320.67,326.026,-0.00166396,0.0229183
320,53.0261,-84.1771,310.706,0.0166123,735885,-2325.74,326.023,-0.00254205,0.0252101
321,53.0343,-84.193,310.723,0.0258142,733564,-2321.2,326.022,-0.00160803,0.027502
322,53.0425,-84.2088,310.749,0.0290182,731242,-2321.48,326.02,-0.00158381,0.0297938
323,53.0507,-84.2247,310.778,0.0297521,728924,-2318.06,326.018,-0.00192489,0.0320856
324,53.0589,-84.2405,310.808,0.0316523,726594,-2330.71,326.016,-0.0021223,0.0343775
325,53.0672,-84.2563,310.839,0.0359297,724275,-2318.73,326.014,-0.00191047,0.0366693
326,53.0754,-84.2722,310.875,0.0414269,721952,-2322.84,326.013,-0.00155013,0.0389611
327,53.0836,-84.288,310.917,0.0408323,719620,-2331.81,326.01,-0.00212174,0.041253
328,53.0919,-84.3038,310.957,0.0449547,717300,-2319.9,326.009,-0.00192669,0.0435448
329,53.1001,-84.3196,311.002,0.0503947,714976,-2324.06,326.007,-0.00157794,0.0458366
330,53.1084,-84.3354,311.053,0.0471926,712647,-2329.34,326.004,-0.00253466,0.0481285
331,53.1166,-84.3512,311.1,0.0536855,710326,-2321.21,326.002,-0.00198918,0.0504203
332,53.1249,-84.367,311.154,0.0590818,708000,-2325.42,326.001,-0.00164998,0.0527121
333,53.1332,-84.3828,311.213,0.0557328,705670,-2330.76,325.998,-0.00263163,0.0550039
334,53.1415,-84.3985,311.268,0.0646884,703343,-2326.42,325.996,-0.00172704,0.0572958
335,53.1498,-84.4143,311.333,0.0648873,701020,-2323.19,325.994,-0.00214193,0.0595876
336,53.1581,-84.43,311.398,0.0578438,698688,-2332.33,325.992,-0.00277884,0.0572958
337,53.1664,-84.4458,311.456,0.0607097,696360,-2328,325.99,-0.00187347,0.0550039
338,53.1747,-84.4615,311.517,0.0547965,694035,-2324.76,325.987,-0.00229265,0.0527121
339,53.1831,-84.4772,311.571,0.0503383,691697,-2337.6,325.985,-0.00254709,0.0504203
340,53.1914,-84.4929,311.622,0.0623438,689365,-2332.08,325.985,-0.000269087,0.0481285
341,53.1998,-84.5086,311.684,0.0760499,687023,-2342.64,325.987,0.00219484,0.0458366
342,53.2081,-84.5242,311.76,0.0935498,684678,-2344.65,325.992,0.00525581,0.0435448
343,53.2165,-84.5399,311.854,0.107523,682323,-2355.32,326,0.00772737,0.041253
344,53.2249,-84.5555,311.961,0.128733,679974,-2348.82,326.011,0.0113904,0.0389611
345,53.2333,-84.5711,312.09,0.140088,677618,-2355.86,326.025,0.0134783,0.0366693
346,53.2418,-84.5867,312.23,0.160675,675256,-2361.79,326.042,0.0169354,0.0343775
347,53.2503,-84.6023,312.391,0.172701,672900,-2356.56,326.061,0.0192327,0.0320856
348,53.2587,-84.6178,312.563,0.19049,670541,-2358.8,326.083,0.0223063,0.0297938
349,53.2673,-84.6332,312.754,0.20538,668183,-2357.33,326.108,0.024993,0.027502
350,53.2758,-84.6486,312.959,0.226495,665833,-2350.93,326.137,0.0286779,0.0252101
351,53.2844,-84.664,313.186,0.22901,663486,-2346.97,326.166,0.0295683,0.0229183
352,53.293,-84.6793,313.415,0.234461,661139,-2346.73,326.197,0.030843,0.0206265
353,53.3017,-84.6946,313.649,0.233671,658787,-2351.42,326.228,0.0311141,0.0183346
354,53.3104,-84.7098,313.883,0.226743,656439,-2348.69,326.259,0.0305805,0.0160428
355,53.3191,-84.7249,314.11,0.226156,654098,-2340.95,326.29,0.0310629,0.013751
356,53.3279,-84.74,314.336,0.219064,651747,-2350.53,326.32,0.0303273,0.0114592
357,53.3367,-84.755,314.555,0.215265,649396,-2351.4,326.35,0.0302081,0.00916732
358,53.3456,-84.77,314.77,0.211517,647044,-2352.23,326.381,0.0300975,0.00687549
359,53.3544,-84.785,314.982,0.207801,644691,-2353.03,326.411,0.0299925,0.00458366
360,53.3633,-84.7998,315.189,0.204118,642337,-2353.79,326.44,0.0298932,0.00229183
361,53.3723,-84.8147,315.394,0.200467,639982,-2354.53,326.47,0.0297994,5.43552e-18
362,53.3812,-84.8294,315.594,0.193743,637631,-2351.56,326.5,0.0292947,-0.00229183
363,53.3902,-84.8442,315.788,0.193274,635275,-2355.9,326.529,0.0296301,-0.00458366
364,53.3993,-84.8588,315.981,0.189745,632918,-2356.54,326.559,0.0295566,-0.00687549
365,53.4083,-84.8735,316.171,0.183101,630565,-2353.49,326.588,0.0290633,-0.00916732
366,53.4174,-84.8881,316.354,0.179181,628198,-2366.49,326.617,0.0287924,-0.0114592
367,53.4265,-84.9026,316.533,0.179349,625840,-2358.3,326.646,0.0293677,-0.013751
368,53.4357,-84.9171,316.712,0.17281,623485,-2355.18,326.675,0.0288896,-0.0160428
369,53.4448,-84.9316,316.885,0.172601,621125,-2359.35,326.704,0.0292716,-0.0183346
370,53.454,-84.946,317.058,0.166116,618769,-2356.19,326.733,0.0288009,-0.0206265
371,53.4632,-84.9603,317.224,0.165998,616409,-2360.3,326.762,0.0291989,-0.0229183
372,53.4725,-84.9747,317.39,0.159569,614052,-2357.11,326.791,0.028736,-0.0252101
373,53.4818,-84.989,317.549,0.156346,611694,-2357.54,326.82,0.0287116,-0.027502
374,53.4911,-85.0032,317.706,0.152619,609324,-2370.37,326.848,0.028494,-0.0297938
375,53.5004,-85.0174,317.858,0.150063,606966,-2358.32,326.877,0.0286882,-0.0320856
376,53.5097,-85.0316,318.008,0.146981,604607,-2358.68,326.905,0.0286857,-0.0343775
377,53.5191,-85.0457,318.155,0.143934,602248,-2359.02,326.934,0.0286888,-0.0366693
378,53.5284,-85.0598,318.299,0.140926,599889,-2359.34,326.963,0.0286981,-0.0389611
379,53.5378,-85.0738,318.44,0.137325,597516,-2372.09,326.991,0.0285127,-0.041253
380,53.5473,-85.0879,318.578,0.135037,595157,-2359.94,327.02,0.0287361,-0.0435448
381,53.5567,-85.1019,318.713,0.132153,592796,-2360.21,327.049,0.0287645,-0.0458366
382,53.5662,-85.1158,318.845,0.129306,590436,-2360.47,327.078,0.0287986,-0.0481285
383,53.5756,-85.1297,318.974,0.12251,588066,-2369.56,327.106,0.0281796,-0.0504203
384,53.5851,-85.1436,319.097,0.120448,585709,-2357.34,327.134,0.0284257,-0.0527121
385,53.5947,-85.1575,319.217,0.121062,583348,-2361.14,327.163,0.0289463,-0.0550039
386,53.6042,-85.1713,319.338,0.114345,580978,-2370.2,327.192,0.0283441,-0.0572958
387,53.6137,-85.1851,319.453,0.115779,578616,-2361.51,327.221,0.0290771,-0.0595876
388,53.6233,-85.1989,319.568,0.113209,576254,-2361.68,327.25,0.0291534,-0.0618794
389,53.6329,-85.2126,319.682,0.10936,573887,-2367.15,327.278,0.0280873,-0.0595876
390,53.6425,-85.2263,319.791,0.12049,571525,-2361.99,327.307,0.0293134,-0.0572958
391,53.6521,-85.24,319.911,0.116604,569158,-2367.47,327.335,0.0282392,-0.0550039
392,53.6617,-85.2536,320.028,0.127679,566796,-2362.3,327.365,0.0294595,-0.0527121
393,53.6714,-85.2673,320.156,0.131216,564433,-2362.46,327.394,0.0295237,-0.0504203
394,53.681,-85.2808,320.287,0.127061,562065,-2368,327.423,0.0284057,-0.0481285
395,53.6907,-85.2944,320.414,0.134558,559706,-2359.27,327.452,0.0291291,-0.0458366
396,53.7004,-85.3079,320.548,0.137347,557334,-2371.93,327.481,0.0289757,-0.0435448
397,53.7101,-85.3214,320.686,0.14124,554974,-2359.65,327.51,0.0292003,-0.041253
398,53.7199,-85.3348,320.827,0.140374,552605,-2368.78,327.539,0.0285333,-0.0389611
399,53.7296,-85.3482,320.967,0.15129,550242,-2363.58,327.568,0.029737,-0.0366693
400,53.7394,-85.3616,321.119,0.146752,547873,-2369.19,327.597,0.0285551,-0.0343775
401,53.7492,-85.3749,321.265,0.15396,545512,-2360.44,327.626,0.0292459,-0.0320856
402,53.759,-85.3882,321.419,0.15291,543143,-2369.6,327.655,0.0285441,-0.0297938
403,53.7689,-85.4015,321.572,0.16005,540782,-2360.84,327.684,0.0292282,-0.027502
404,53.7787,-85.4147,321.732,0.158891,538412,-2370.02,327.712,0.0285067,-0.0252101
405,53.7886,-85.4278,321.891,0.165937,536050,-2361.25,327.742,0.0291799,-0.0229183
406,53.7985,-85.441,322.057,0.164666,533680,-2370.44,327.77,0.0284385,-0.0206265
407,53.8085,-85.454,322.222,0.167467,531309,-2370.65,327.798,0.0283917,-0.0183346
408,53.8184,-85.467,322.389,0.174404,528948,-2361.85,327.827,0.0290534,-0.0160428
409,53.8284,-85.48,322.564,0.172962,526577,-2371.05,327.856,0.0282818,-0.013751
410,53.8384,-85.493,322.737,0.175606,524205,-2371.25,327.884,0.0282115,-0.0114592
411,53.8484,-85.5058,322.912,0.182402,521843,-2362.43,327.913,0.0288569,-0.00916732
412,53.8585,-85.5187,323.095,0.176911,519475,-2368.14,327.94,0.0275217,-0.00687549
413,53.8685,-85.5314,323.272,0.18328,517103,-2371.83,327.968,0.0279626,-0.00458366
414,53.8786,-85.5442,323.455,0.189969,514740,-2362.97,327.997,0.0285963,-0.00229183
415,53.8887,-85.5568,323.645,0.184227,512371,-2368.7,328.024,0.0272215,-5.43552e-18
416,53.8989,-85.5695,323.829,0.190503,509999,-2372.35,328.052,0.0276471,0.00229183
417,53.909,-85.582,324.02,0.197054,507635,-2363.46,328.08,0.0282647,0.00458366
418,53.9192,-85.5946,324.217,0.191055,505266,-2369.19,328.107,0.0268494,0.00687549
419,53.9294,-85.607,324.408,0.193202,502897,-2369.35,328.134,0.0267063,0.00916732
420,53.9397,-85.6194,324.601,0.199423,500524,-2372.95,328.161,0.0271221,0.0114592
421,53.9499,-85.6318,324.8,0.201718,498163,-2360.55,328.188,0.0271587,0.013751
422,53.9602,-85.6441,325.002,0.203561,495790,-2373.2,328.215,0.0268127,0.0160428
423,53.9705,-85.6563,325.206,0.2014,493420,-2369.86,328.241,0.0260775,0.0183346
424,53.9809,-85.6685,325.407,0.203306,491050,-2369.96,328.267,0.0258992,0.0206265
425,53.9913,-85.6806,325.61,0.205192,488680,-2370.06,328.292,0.0257182,0.0229183
426,54.0016,-85.6926,325.816,0.211337,486319,-2361.04,328.319,0.0262866,0.0252101
427,54.0121,-85.7046,326.027,0.213002,483946,-2373.65,328.345,0.0259073,0.027502
428,54.0225,-85.7165,326.24,0.210439,481575,-2370.27,328.37,0.0251152,0.0297938
429,54.033,-85.7284,326.45,0.212061,479205,-2370.31,328.395,0.0248958,0.0320856
430,54.0435,-85.7402,326.662,0.213666,476835,-2370.35,328.419,0.0246739,0.0343775
431,54.054,-85.752,326.876,0.215213,474464,-2370.37,328.444,0.0244437,0.0366693
432,54.0645,-85.7636,327.091,0.216703,472094,-2370.37,328.468,0.0242053,0.0389611
433,54.0751,-85.7752,327.308,0.213774,469727,-2366.95,328.491,0.0233601,0.041253
434,54.0857,-85.7868,327.522,0.219529,467357,-2370.35,328.515,0.0237062,0.0435448
435,54.0963,-85.7983,327.741,0.220887,464986,-2370.31,328.538,0.0234489,0.0458366
436,54.107,-85.8097,327.962,0.222147,462616,-2370.26,328.562,0.0231773,0.0481285
437,54.1176,-85.821,328.184,0.223349,460246,-2370.19,328.585,0.0228973,0.0504203
438,54.1283,-85.8323,328.408,0.220004,457879,-2366.7,328.606,0.0219928,0.0527121
439,54.1391,-85.8435,328.628,0.225596,455509,-2370.01,328.629,0.0223149,0.0550039
440,54.1498,-85.8547,328.853,0.222126,453143,-2366.5,328.65,0.0213928,0.0572958
441,54.1606,-85.8657,329.075,0.227654,450773,-2369.77,328.672,0.0217055,0.0595876
442,54.1714,-85.8767,329.303,0.228607,448403,-2369.62,328.693,0.02139,0.0618794
443,54.1822,-85.8877,329.532,0.224841,446037,-2366.07,328.714,0.0204253,0.0641713
444,54.1931,-85.8985,329.756,0.219429,443671,-2365.89,328.734,0.0200856,0.0618794
445,54.204,-85.9093,329.976,0.218719,441302,-2369.08,328.754,0.0203953,0.0595876
446,54.2149,-85.92,330.195,0.20875,438937,-2365.49,328.774,0.0194278,0.0572958
447,54.2258,-85.9307,330.403,0.203475,436571,-2365.27,328.793,0.0191083,0.0550039
448,54.2367,-85.9413,330.607,0.203019,434203,-2368.42,328.812,0.0194594,0.0527121
449,54.2477,-85.9518,330.81,0.193197,431838,-2364.8,328.831,0.01851,0.0504203
450,54.2587,-85.9623,331.003,0.188123,429474,-2364.55,328.849,0.0182203,0.0481285
451,54.2697,-85.9727,331.191,0.178182,427100,-2373.5,328.866,0.0171077,0.0458366
452,54.2807,-85.983,331.369,0.178302,424736,-2364.03,328.884,0.0176889,0.0435448
453,54.2918,-85.9933,331.548,0.173533,422372,-2363.77,328.901,0.0174442,0.041253
454,54.3028,-86.0036,331.721,0.173608,420006,-2366.86,328.919,0.0178802,0.0389611
455,54.3139,-86.0138,331.895,0.159243,417646,-2359.85,328.935,0.0162841,0.0366693
456,54.325,-86.0239,332.054,0.154231,415274,-2372.17,328.951,0.0158804,0.0343775
457,54.3361,-86.034,332.208,0.154972,412911,-2362.66,328.968,0.0165401,0.0320856
458,54.3473,-86.044,332.363,0.150555,410548,-2362.38,328.984,0.0163469,0.0297938
459,54.3584,-86.054,332.514,0.146153,408186,-2362.09,329,0.0161556,0.027502
460,54.3696,-86.0639,332.66,0.136436,405815,-2371.05,329.015,0.0150978,0.0252101
461,54.3808,-86.0738,332.796,0.137588,403454,-2361.52,329.031,0.0158082,0.0229183
462,54.392,-86.0837,332.934,0.128461,401096,-2357.9,329.046,0.0149431,0.0206265
463,54.4032,-86.0935,333.062,0.129361,398735,-2360.96,329.062,0.0155101,0.0183346
464,54.4144,-86.1032,333.192,0.119802,396365,-2369.94,329.076,0.0144841,0.0160428
465,54.4256,-86.113,333.312,0.116351,394008,-2357.07,329.091,0.0145267,0.013751
466,54.4369,-86.1227,333.428,0.117602,391648,-2360.13,329.106,0.0151481,0.0114592
467,54.4481,-86.1323,333.546,0.102989,389282,-2365.8,329.119,0.0134028,0.00916732
468,54.4594,-86.1419,333.649,0.11012,386922,-2359.6,329.134,0.014959,0.00687549
469,54.4706,-86.1515,333.759,0.0955692,384557,-2365.29,329.147,0.013225,0.00458366
470,54.4819,-86.1611,333.854,0.0977865,382201,-2355.76,329.161,0.01407,0.00229183
471,54.4932,-86.1706,333.952,0.0995972,379843,-2358.84,329.176,0.014778,5.43552e-18
472,54.5045,-86.1801,334.052,0.0849753,377478,-2364.55,329.189,0.0130364,-0.00229183
473,54.5158,-86.1896,334.137,0.0875478,375123,-2355.02,329.203,0.0139279,-0.00458366
474,54.5272,-86.199,334.224,0.083643,372756,-2367.4,329.217,0.013741,-0.00687549
475,54.5385,-86.2084,334.308,0.0811552,370401,-2354.56,329.231,0.013897,-0.00916732
476,54.5498,-86.2178,334.389,0.0719059,368037,-2363.63,329.244,0.0129394,-0.0114592
477,54.5612,-86.2272,334.461,0.0750217,365683,-2354.12,329.258,0.0139041,-0.013751
478,54.5725,-86.2365,334.536,0.072116,363329,-2353.9,329.272,0.0139314,-0.0160428
479,54.5839,-86.2458,334.608,0.0629366,360966,-2363,329.285,0.0129889,-0.0183346
480,54.5952,-86.2551,334.671,0.0664167,358613,-2353.49,329.299,0.0140025,-0.0206265
481,54.6066,-86.2644,334.737,0.0573658,356250,-2362.61,329.312,0.0130819,-0.0229183
482,54.618,-86.2736,334.795,0.0546735,353888,-2362.42,329.325,0.0131421,-0.0252101
483,54.6294,-86.2829,334.849,0.0586011,351535,-2352.92,329.339,0.0142174,-0.027502
484,54.6408,-86.2921,334.908,0.0496306,349173,-2362.07,329.352,0.0133128,-0.0297938
485,54.6522,-86.3013,334.958,0.0480451,346824,-2349.28,329.366,0.013575,-0.0320856
486,54.6636,-86.3105,335.006,0.0448377,344462,-2361.74,329.379,0.0135203,-0.0343775
487,54.675,-86.3197,335.051,0.0492536,342110,-2352.24,329.394,0.0146625,-0.0366693
488,54.6864,-86.3289,335.1,0.0345801,339751,-2358.14,329.407,0.0129247,-0.0389611
489,54.6978,-86.338,335.134,0.0382512,337390,-2361.27,329.421,0.0139204,-0.041253
490,54.7092,-86.3472,335.173,0.0431329,335038,-2351.79,329.436,0.0151281,-0.0435448
491,54.7206,-86.3563,335.216,0.0284161,332681,-2357.71,329.449,0.0133857,-0.0458366
492,54.732,-86.3654,335.244,0.0324362,330320,-2360.86,329.464,0.0144344,-0.0481285
493,54.7434,-86.3745,335.277,0.0317022,327972,-2348.1,329.479,0.0148095,-0.0504203
494,54.7549,-86.3837,335.308,0.0290279,325611,-2360.6,329.494,0.0148463,-0.0527121
495,54.7663,-86.3928,335.337,0.0212901,323254,-2357.21,329.508,0.0141619,-0.0550039
496,54.7777,-86.4018,335.359,0.0268691,320906,-2347.74,329.523,0.0154648,-0.0572958
497,54.7892,-86.4109,335.385,0.0244882,318546,-2360.26,329.539,0.0155488,-0.0595876
498,54.8006,-86.42,335.41,0.0168444,316189,-2356.88,329.554,0.0148773,-0.0618794
499,54.812,-86.4291,335.427,0.0155225,313832,-2356.78,329.569,0.0151395,-0.0641713
500,54.8235,-86.4382,335.442,0.0217105,311485,-2347.31,329.585,0.0165298,-0.0664631
501,54.8349,-86.4472,335.464,0.0132361,309128,-2356.59,329.601,0.0157168,-0.0687549
502,54.8463,-86.4563,335.477,0.0183049,306772,-2356.5,329.617,0.0160114,-0.0664631
503,54.8578,-86.4654,335.496,0.0299752,304412,-2359.66,329.634,0.0172804,-0.0641713
504,54.8692,-86.4744,335.526,0.0359769,302065,-2346.89,329.652,0.0177412,-0.0618794
505,54.8807,-86.4835,335.562,0.0332932,299709,-2356.15,329.669,0.0168631,-0.0595876
506,54.8921,-86.4925,335.595,0.0380342,297353,-2356.01,329.686,0.0171094,-0.0572958
507,54.9036,-86.5015,335.633,0.0360482,295000,-2352.63,329.702,0.0163637,-0.0550039
508,54.915,-86.5106,335.669,0.0474707,292645,-2355.72,329.72,0.0175954,-0.0527121
509,54.9265,-86.5196,335.716,0.0521104,290289,-2355.55,329.738,0.0178269,-0.0504203
510,54.938,-86.5286,335.768,0.0565398,287934,-2355.37,329.756,0.0180273,-0.0481285
511,54.9494,-86.5375,335.825,0.0685973,285588,-2345.74,329.775,0.0194025,-0.0458366
