Time,Latitude,Longitude,Heading_Angle,Normal_Acceleration_Command,LOS_Distance,LOS_Distance_Rate,LOS_Angle,LOS_Angle_Rate,LOS_Angle_Acceleration
512,54.9609,-86.5465,335.894,0.0579507,283236,-2351.72,329.793,0.0173336,-0.0435448
513,54.9724,-86.5554,335.952,0.069039,280882,-2354.72,329.811,0.0185124,-0.041253
514,54.9839,-86.5644,336.021,0.0731461,278527,-2354.49,329.83,0.0186655,-0.0389611
515,54.9954,-86.5733,336.094,0.0697703,276176,-2351.03,329.847,0.0177206,-0.0366693
516,55.0069,-86.5821,336.164,0.0808599,273822,-2353.99,329.866,0.018898,-0.0343775
517,55.0184,-86.591,336.244,0.0772402,271472,-2350.52,329.884,0.0179185,-0.0320856
518,55.0299,-86.5998,336.322,0.0882511,269118,-2353.45,329.903,0.0190832,-0.0297938
519,55.0414,-86.6086,336.41,0.0842673,266768,-2349.96,329.921,0.0180511,-0.027502
520,55.053,-86.6174,336.494,0.0951999,264415,-2352.87,329.941,0.0192035,-0.0252101
521,55.0645,-86.6261,336.589,0.0908466,262066,-2349.36,329.959,0.0181177,-0.0229183
522,55.076,-86.6348,336.68,0.0939318,259717,-2349.04,329.977,0.0181209,-0.0206265
523,55.0876,-86.6435,336.774,0.0970353,257368,-2348.72,329.995,0.0181269,-0.0183346
524,55.0992,-86.6522,336.871,0.107955,255017,-2351.57,330.014,0.0192762,-0.0160428
525,55.1107,-86.6608,336.979,0.102845,252669,-2348.02,330.032,0.0180804,-0.013751
526,55.1223,-86.6694,337.082,0.10547,250321,-2347.66,330.05,0.0180158,-0.0114592
527,55.1339,-86.6779,337.187,0.108123,247974,-2347.29,330.068,0.0179555,-0.00916732
528,55.1455,-86.6864,337.296,0.110664,245627,-2346.91,330.086,0.0178787,-0.00687549
529,55.1571,-86.6949,337.406,0.11309,243280,-2346.52,330.104,0.017785,-0.00458366
530,55.1687,-86.7033,337.519,0.106549,240925,-2355.61,330.12,0.0162895,-0.00229183
531,55.1803,-86.7117,337.626,0.117682,238579,-2345.72,330.138,0.0175591,-5.43552e-18
532,55.192,-86.7201,337.744,0.11993,236234,-2345.31,330.155,0.0174393,0.00229183
533,55.2036,-86.7284,337.863,0.121894,233889,-2344.87,330.173,0.0172775,0.00458366
534,55.2153,-86.7367,337.985,0.12374,231544,-2344.42,330.19,0.0170981,0.00687549
535,55.2269,-86.7449,338.109,0.125469,229200,-2343.96,330.207,0.0169016,0.00916732
536,55.2386,-86.7531,338.235,0.108803,226851,-2349.85,330.22,0.0139139,0.0114592
537,55.2503,-86.7613,338.343,0.128753,224507,-2343.05,330.237,0.0164826,0.013751
538,55.262,-86.7694,338.472,0.130499,222165,-2342.59,330.253,0.0162889,0.0160428
539,55.2737,-86.7775,338.603,0.122522,219826,-2338.94,330.268,0.0146673,0.0183346
540,55.2854,-86.7855,338.725,0.132982,217484,-2341.6,330.284,0.0157516,0.0206265
541,55.2971,-86.7935,338.858,0.124431,215134,-2350.62,330.298,0.0139437,0.0229183
542,55.3089,-86.8015,338.983,0.125644,212796,-2337.44,330.311,0.0137715,0.0252101
543,55.3206,-86.8094,339.108,0.136271,210456,-2340.08,330.326,0.0148813,0.027502
544,55.3324,-86.8172,339.244,0.127367,208120,-2336.4,330.339,0.0131212,0.0297938
545,55.3441,-86.825,339.372,0.1276,205771,-2348.55,330.352,0.0125989,0.0320856
546,55.3559,-86.8328,339.499,0.128509,203436,-2335.34,330.364,0.0123843,0.0343775
547,55.3677,-86.8405,339.628,0.129013,201101,-2334.81,330.376,0.0120058,0.0366693
548,55.3795,-86.8482,339.757,0.118862,198757,-2343.82,330.386,0.00995726,0.0389611
549,55.3913,-86.8559,339.876,0.140116,196420,-2336.87,330.399,0.012735,0.041253
550,55.4031,-86.8635,340.016,0.130033,194087,-2333.18,330.41,0.0107972,0.0435448
551,55.4149,-86.871,340.146,0.118914,191745,-2342.16,330.418,0.00860252,0.0458366
552,55.4268,-86.8785,340.265,0.129825,189413,-2332.06,330.428,0.00985871,0.0481285
553,55.4386,-86.886,340.395,0.118704,187072,-2341.07,330.436,0.00766265,0.0504203
554,55.4505,-86.8934,340.513,0.129645,184741,-2330.95,330.445,0.00892424,0.0527121
555,55.4623,-86.9008,340.643,0.129445,182411,-2330.39,330.453,0.00844041,0.0550039
556,55.4742,-86.9081,340.773,0.117269,180071,-2339.37,330.459,0.00608573,0.0572958
557,55.4861,-86.9154,340.89,0.128266,177742,-2329.24,330.467,0.00735615,0.0595876
558,55.498,-86.9226,341.018,0.11583,175404,-2338.24,330.472,0.00496214,0.0618794
559,55.5099,-86.9298,341.134,0.126893,173076,-2328.09,330.478,0.00624256,0.0641713
560,55.5218,-86.937,341.261,0.113898,170739,-2337.1,330.482,0.00376452,0.0664631
561,55.5337,-86.9441,341.375,0.125039,168412,-2326.94,330.487,0.00505632,0.0687549
562,55.5456,-86.9512,341.5,0.0992351,166079,-2332.84,330.487,0.000679057,0.0710468
563,55.5575,-86.9582,341.599,0.122857,163753,-2325.82,330.491,0.00382032,0.0733386
564,55.5695,-86.9652,341.722,0.1029,161418,-2334.86,330.492,0.0012155,0.0710468
565,55.5814,-86.9722,341.825,0.0956549,159096,-2321.61,330.493,0.000669692,0.0687549
566,55.5934,-86.9791,341.92,0.0880711,156763,-2333.81,330.493,-8.46515e-05,0.0664631
567,55.6053,-86.986,342.008,0.0947832,154439,-2323.75,330.495,0.00144184,0.0641713
568,55.6173,-86.9928,342.103,0.0610433,152109,-2329.77,330.491,-0.00320541,0.0618794
569,55.6293,-86.9997,342.164,0.08178,149786,-2322.88,330.492,0.000404658,0.0595876
570,55.6412,-87.0065,342.246,0.0480229,147457,-2329,330.487,-0.00424233,0.0572958
571,55.6532,-87.0133,342.294,0.0416369,145129,-2328.66,330.483,-0.00474272,0.0550039
572,55.6652,-87.0201,342.336,0.0652895,142807,-2321.92,330.482,-0.000700872,0.0527121
573,55.6772,-87.0268,342.401,0.0308495,140479,-2328.13,330.477,-0.0054463,0.0504203
574,55.6892,-87.0335,342.432,0.040501,138160,-2318.27,330.473,-0.00351107,0.0481285
575,55.7012,-87.0403,342.472,0.0351212,135829,-2330.77,330.469,-0.00389335,0.0458366
576,55.7131,-87.047,342.507,0.0152201,133502,-2327.46,330.463,-0.00642019,0.0435448
577,55.7251,-87.0537,342.523,0.026905,131184,-2317.72,330.459,-0.00418765,0.041253
578,55.7371,-87.0604,342.55,0.00654831,128857,-2327.19,330.452,-0.00680739,0.0389611
579,55.7491,-87.0671,342.556,0.00240656,126530,-2327.09,330.445,-0.00697191,0.0366693
580,55.7611,-87.0738,342.559,0.0162895,124213,-2317.45,330.44,-0.00441532,0.0343775
581,55.7731,-87.0805,342.575,-0.0042967,121886,-2326.99,330.433,-0.00706339,0.0320856
582,55.7851,-87.0872,342.571,-0.00777234,119559,-2326.94,330.426,-0.00712782,0.0297938
583,55.7971,-87.0939,342.563,-0.0103625,117232,-2326.95,330.419,-0.00705903,0.027502
584,55.8091,-87.1006,342.552,0.00594324,114914,-2317.37,330.415,-0.0041444,0.0252101
585,55.8211,-87.1073,342.558,-0.0151295,112587,-2326.97,330.408,-0.00685929,0.0229183
586,55.8331,-87.114,342.543,-0.0177268,110260,-2326.98,330.401,-0.00679158,0.0206265
587,55.8451,-87.1208,342.525,-0.0379385,107936,-2323.95,330.392,-0.00938067,0.0183346
588,55.8571,-87.1275,342.488,1.13283e-05,105619,-2317.56,330.389,-0.00320685,0.0160428
589,55.8691,-87.1342,342.488,-0.020958,103292,-2327.25,330.383,-0.00590211,0.013751
590,55.8811,-87.141,342.467,-0.0226924,100964,-2327.29,330.377,-0.00570454,0.0114592
591,55.8931,-87.1477,342.444,-0.0437018,98640,-2324.29,330.369,-0.00841424,0.00916732
592,55.9051,-87.1545,342.4,-0.0231864,96312.5,-2327.54,330.364,-0.00486172,0.00687549
593,55.9171,-87.1613,342.377,-0.043712,93987.9,-2324.6,330.356,-0.00749817,0.00458366
594,55.9291,-87.1681,342.333,0.00168355,91669.7,-2318.23,330.356,-0.000204188,0.00229183
595,55.941,-87.1749,342.335,-0.0433245,89344.8,-2324.84,330.35,-0.00652242,5.43552e-18
596,55.953,-87.1817,342.292,-0.0208309,87016.8,-2328.02,330.347,-0.0026734,-0.00229183
597,55.965,-87.1886,342.271,-0.0426354,84691.7,-2325.08,330.341,-0.00550129,-0.00458366
598,55.977,-87.1954,342.228,-0.0415945,82366.5,-2325.22,330.337,-0.00488585,-0.00687549
599,55.989,-87.2023,342.187,-0.0138085,80038,-2328.5,330.336,-0.000242108,-0.00916732
600,56.0009,-87.2092,342.173,-0.036852,77712.5,-2325.54,330.333,-0.0032545,-0.0114592
601,56.0129,-87.2161,342.136,-0.0352513,75386.8,-2325.65,330.331,-0.00255497,-0.013751
602,56.0249,-87.223,342.101,-0.00420847,73057.9,-2328.9,330.333,0.00257609,-0.0160428
603,56.0368,-87.2299,342.096,-0.0290289,70732,-2325.89,330.332,-0.000701344,-0.0183346
604,56.0488,-87.2368,342.067,-0.0269238,68406.1,-2325.95,330.332,7.39095e-05,-0.0206265
605,56.0608,-87.2438,342.041,-0.0227252,66080,-2326.07,330.334,0.00116424,-0.0229183
606,56.0727,-87.2507,342.018,-0.0181704,63753.8,-2326.18,330.336,0.00230809,-0.0252101
607,56.0847,-87.2577,342,-0.0133857,61427.6,-2326.26,330.339,0.00348644,-0.027502
608,56.0967,-87.2647,341.986,-0.00838129,59101.3,-2326.32,330.344,0.00469778,-0.0297938
609,56.1086,-87.2716,341.978,-0.00315847,56774.9,-2326.35,330.35,0.00594194,-0.0320856
610,56.1206,-87.2786,341.975,0.00228198,54448.6,-2326.36,330.357,0.00721882,-0.0343775
611,56.1325,-87.2856,341.977,0.0079392,52122.2,-2326.34,330.366,0.00852832,-0.0366693
612,56.1445,-87.2926,341.985,-0.0269203,49799,-2323.22,330.37,0.0037366,-0.0389611
613,56.1564,-87.2996,341.958,0.0217604,47472.7,-2326.32,330.381,0.0115245,-0.041253
614,56.1684,-87.3065,341.98,0.0321484,45146.4,-2326.31,330.395,0.0135458,-0.0435448
615,56.1804,-87.3135,342.012,0.038489,42820.2,-2326.15,330.41,0.0149585,-0.0458366
616,56.1923,-87.3205,342.05,-0.00563459,40497.3,-2322.89,330.418,0.0087767,-0.0481285
617,56.2043,-87.3275,342.045,-0.00153953,38161.8,-2335.51,330.428,0.00985334,-0.0504203
618,56.2163,-87.3344,342.043,0.0700415,35836,-2325.84,330.449,0.0210825,-0.0527121
619,56.2282,-87.3414,342.113,0.023157,33513.4,-2322.58,330.464,0.0144904,-0.0550039
620,56.2402,-87.3484,342.136,0.0934667,31188,-2325.38,330.489,0.0255271,-0.0572958
621,56.2522,-87.3553,342.23,0.0366176,28866,-2322.01,330.507,0.0174369,-0.0595876
622,56.2641,-87.3622,342.266,0.0400758,26544.3,-2321.66,330.525,0.0184175,-0.0618794
623,56.2761,-87.3691,342.307,0.0533976,24210.2,-2334.17,330.546,0.020841,-0.0641713
624,56.2881,-87.3759,342.36,0.0729105,21889,-2321.19,330.57,0.0242864,-0.0664631
625,56.3001,-87.3828,342.433,0.194679,19565.1,-2323.88,330.613,0.0430716,-0.0687549
626,56.3121,-87.3896,342.628,0.092702,17245,-2320.14,330.642,0.0281937,-0.0710468
627,56.3241,-87.3964,342.72,0.0753685,14925.6,-2319.38,330.668,0.026041,-0.0733386
628,56.3361,-87.4031,342.796,-0.0720014,12596.9,-2328.63,330.672,0.00430404,-0.0756304
629,56.3481,-87.4098,342.724,0.166305,10278.1,-2318.89,330.712,0.0397687,-0.0733386
630,56.3601,-87.4165,342.89,0.554356,7956.41,-2321.64,330.809,0.0977816,-0.0710468
631,56.3722,-87.4231,343.444,0.186632,5639.7,-2316.71,330.851,0.0419466,-0.0687549
632,56.3842,-87.4295,343.631,-0.992257,3315.27,-2324.44,330.715,-0.136116,-0.0664631
632.01,56.3844,-87.4296,342.639,-0.992257,3292.1,-2324.44,330.716,-0.136116,-0.0664631
632.02,56.3845,-87.4297,342.639,-0.992257,3268.93,-2324.44,330.716,-0.136116,-0.0664631
632.03,56.3846,-87.4297,342.639,-0.992257,3245.76,-2324.44,330.716,-0.136116,-0.0664631
632.04,56.3847,-87.4298,342.639,-0.992257,3222.59,-2324.44,330.717,-0.136116,-0.0664631
632.05,56.3848,-87.4299,342.639,-0.992257,3199.42,-2324.44,330.717,-0.136116,-0.0664631
632.06,56.385,-87.4299,342.639,-0.992257,3176.25,-2324.44,330.717,-0.136116,-0.0664631
632.07,56.3851,-87.43,342.639,-0.992257,3153.09,-2324.44,330.718,-0.136116,-0.0664631
632.08,56.3852,-87.4301,342.639,-0.992257,3129.92,-2324.44,330.718,-0.136116,-0.0664631
632.09,56.3853,-87.4301,342.639,-0.992257,3106.75,-2324.44,330.719,-0.136116,-0.0664631
632.1,56.3854,-87.4302,342.639,-0.992257,3083.58,-2324.44,330.719,-0.136116,-0.0664631
632.11,56.3856,-87.4303,342.639,-0.992257,3060.41,-2324.44,330.719,-0.136116,-0.0664631
632.12,56.3857,-87.4303,342.639,-0.992257,3037.24,-2324.44,330.72,-0.136116,-0.0664631
632.13,56.3858,-87.4304,342.639,-0.992257,3014.07,-2324.44,330.72,-0.136116,-0.0664631
632.14,56.3859,-87.4305,342.639,-0.992257,2990.91,-2324.44,330.721,-0.136116,-0.0664631
632.15,56.386,-87.4305,342.639,-0.992257,2967.74,-2324.44,330.721,-0.136116,-0.0664631
632.16,56.3862,-87.4306,342.639,-0.992257,2944.57,-2324.44,330.722,-0.136116,-0.0664631
632.17,56.3863,-87.4307,342.639,-0.992257,2921.4,-2324.44,330.722,-0.136116,-0.0664631
632.18,56.3864,-87.4307,342.639,-0.992257,2898.23,-2324.44,330.723,-0.136116,-0.0664631
632.19,56.3865,-87.4308,342.639,-0.992257,2875.06,-2324.44,330.723,-0.136116,-0.0664631
632.2,56.3866,-87.4308,342.639,-0.992257,2851.89,-2324.44,330.724,-0.136116,-0.0664631
632.21,56.3868,-87.4309,342.639,-0.992257,2828.72,-2324.44,330.724,-0.136116,-0.0664631
632.22,56.3869,-87.431,342.639,-0.992257,2805.56,-2324.44,330.725,-0.136116,-0.0664631
632.23,56.387,-87.431,342.639,-0.992257,2782.39,-2324.44,330.725,-0.136116,-0.0664631
632.24,56.3871,-87.4311,342.639,-0.992257,2759.22,-2324.44,330.726,-0.136116,-0.0664631
632.25,56.3872,-87.4312,342.639,-0.992257,2736.05,-2324.44,330.726,-0.136116,-0.0664631
632.26,56.3874,-87.4312,342.639,-0.992257,2712.88,-2324.44,330.727,-0.136116,-0.0664631
632.27,56.3875,-87.4313,342.639,-0.992257,2689.71,-2324.44,330.727,-0.136116,-0.0664631
632.28,56.3876,-87.4314,342.639,-0.992257,2666.55,-2324.44,330.728,-0.136116,-0.0664631
632.29,56.3877,-87.4314,342.639,-0.992257,2643.38,-2324.44,330.728,-0.136116,-0.0664631
632.3,56.3878,-87.4315,342.639,-0.992257,2620.21,-2324.44,330.729,-0.136116,-0.0664631
632.31,56.388,-87.4316,342.639,-0.992257,2597.04,-2324.44,330.73,-0.136116,-0.0664631
632.32,56.3881,-87.4316,342.639,-0.992257,2573.87,-2324.44,330.73,-0.136116,-0.0664631
632.33,56.3882,-87.4317,342.639,-0.992257,2550.7,-2324.44,330.731,-0.136116,-0.0664631
632.34,56.3883,-87.4318,342.639,-0.992257,2527.53,-2324.44,330.731,-0.136116,-0.0664631
632.35,56.3884,-87.4318,342.639,-0.992257,2504.37,-2324.44,330.732,-0.136116,-0.0664631
632.36,56.3886,-87.4319,342.639,-0.992257,2481.2,-2324.44,330.733,-0.136116,-0.0664631
632.37,56.3887,-87.432,342.639,-0.992257,2458.03,-2324.44,330.733,-0.136116,-0.0664631
632.38,56.3888,-87.432,342.639,-0.992257,2434.86,-2324.44,330.734,-0.136116,-0.0664631
632.39,56.3889,-87.4321,342.639,-0.992257,2411.69,-2324.44,330.735,-0.136116,-0.0664631
632.4,56.389,-87.4322,342.639,-0.992257,2388.52,-2324.44,330.736,-0.136116,-0.0664631
632.41,56.3892,-87.4322,342.639,-0.992257,2365.35,-2324.44,330.736,-0.136116,-0.0664631
632.42,56.3893,-87.4323,342.639,-0.992257,2342.19,-2324.44,330.737,-0.136116,-0.0664631
632.43,56.3894,-87.4324,342.639,-0.992257,2319.02,-2324.44,330.738,-0.136116,-0.0664631
632.44,56.3895,-87.4324,342.639,-0.992257,2295.85,-2324.44,330.739,-0.136116,-0.0664631
632.45,56.3897,-87.4325,342.639,-0.992257,2272.68,-2324.44,330.739,-0.136116,-0.0664631
632.46,56.3898,-87.4326,342.639,-0.992257,2249.51,-2324.44,330.74,-0.136116,-0.0664631
632.47,56.3899,-87.4326,342.639,-0.992257,2226.34,-2324.44,330.741,-0.136116,-0.0664631
632.48,56.39,-87.4327,342.639,-0.992257,2203.18,-2324.44,330.742,-0.136116,-0.0664631
632.49,56.3901,-87.4328,342.639,-0.992257,2180.01,-2324.44,330.743,-0.136116,-0.0664631
632.5,56.3903,-87.4328,342.639,-0.992257,2156.84,-2324.44,330.744,-0.136116,-0.0664631
632.51,56.3904,-87.4329,342.639,-0.992257,2133.67,-2324.44,330.745,-0.136116,-0.0664631
632.52,56.3905,-87.433,342.639,-0.992257,2110.5,-2324.44,330.745,-0.136116,-0.0664631
632.53,56.3906,-87.433,342.639,-0.992257,2087.33,-2324.44,330.746,-0.136116,-0.0664631
632.54,56.3907,-87.4331,342.639,-0.992257,2064.17,-2324.44,330.747,-0.136116,-0.0664631
632.55,56.3909,-87.4332,342.639,-0.992257,2041,-2324.44,330.748,-0.136116,-0.0664631
632.56,56.391,-87.4332,342.639,-0.992257,2017.83,-2324.44,330.749,-0.136116,-0.0664631
632.57,56.3911,-87.4333,342.639,-0.992257,1994.66,-2324.44,330.75,-0.136116,-0.0664631
632.58,56.3912,-87.4334,342.639,-0.992257,1971.49,-2324.44,330.752,-0.136116,-0.0664631
632.59,56.3913,-87.4334,342.639,-0.992257,1948.32,-2324.44,330.753,-0.136116,-0.0664631
632.6,56.3915,-87.4335,342.639,-0.992257,1925.16,-2324.44,330.754,-0.136116,-0.0664631
632.61,56.3916,-87.4336,342.639,-0.992257,1901.99,-2324.44,330.755,-0.136116,-0.0664631
632.62,56.3917,-87.4336,342.639,-0.992257,1878.82,-2324.44,330.756,-0.136116,-0.0664631
632.63,56.3918,-87.4337,342.639,-0.992257,1855.65,-2324.44,330.757,-0.136116,-0.0664631
632.64,56.3919,-87.4337,342.639,-0.992257,1832.48,-2324.44,330.759,-0.136116,-0.0664631
632.65,56.3921,-87.4338,342.639,-0.992257,1809.32,-2324.44,330.76,-0.136116,-0.0664631
632.66,56.3922,-87.4339,342.639,-0.992257,1786.15,-2324.44,330.761,-0.136116,-0.0664631
632.67,56.3923,-87.4339,342.639,-0.992257,1762.98,-2324.44,330.763,-0.136116,-0.0664631
632.68,56.3924,-87.434,342.639,-0.992257,1739.81,-2324.44,330.764,-0.136116,-0.0664631
632.69,56.3925,-87.4341,342.639,-0.992257,1716.64,-2324.44,330.765,-0.136116,-0.0664631
632.7,56.3927,-87.4341,342.639,-0.992257,1693.47,-2324.44,330.767,-0.136116,-0.0664631
632.71,56.3928,-87.4342,342.639,-0.992257,1670.31,-2324.44,330.768,-0.136116,-0.0664631
632.72,56.3929,-87.4343,342.639,-0.992257,1647.14,-2324.44,330.77,-0.136116,-0.0664631
632.73,56.393,-87.4343,342.639,-0.992257,1623.97,-2324.44,330.772,-0.136116,-0.0664631
632.74,56.3931,-87.4344,342.639,-0.992257,1600.8,-2324.44,330.773,-0.136116,-0.0664631
632.75,56.3933,-87.4345,342.639,-0.992257,1577.63,-2324.44,330.775,-0.136116,-0.0664631
632.76,56.3934,-87.4345,342.639,-0.992257,1554.47,-2324.44,330.777,-0.136116,-0.0664631
632.77,56.3935,-87.4346,342.639,-0.992257,1531.3,-2324.44,330.779,-0.136116,-0.0664631
632.78,56.3936,-87.4347,342.639,-0.992257,1508.13,-2324.44,330.78,-0.136116,-0.0664631
632.79,56.3937,-87.4347,342.639,-0.992257,1484.96,-2324.44,330.782,-0.136116,-0.0664631
632.8,56.3939,-87.4348,342.639,-0.992257,1461.79,-2324.44,330.784,-0.136116,-0.0664631
632.81,56.394,-87.4349,342.639,-0.992257,1438.63,-2324.44,330.786,-0.136116,-0.0664631
632.82,56.3941,-87.4349,342.639,-0.992257,1415.46,-2324.44,330.789,-0.136116,-0.0664631
632.83,56.3942,-87.435,342.639,-0.992257,1392.29,-2324.44,330.791,-0.136116,-0.0664631
632.84,56.3943,-87.4351,342.639,-0.992257,1369.12,-2324.44,330.793,-0.136116,-0.0664631
632.85,56.3945,-87.4351,342.639,-0.992257,1345.95,-2324.44,330.795,-0.136116,-0.0664631
632.86,56.3946,-87.4352,342.639,-0.992257,1322.79,-2324.44,330.798,-0.136116,-0.0664631
632.87,56.3947,-87.4353,342.639,-0.992257,1299.62,-2324.44,330.8,-0.136116,-0.0664631
632.88,56.3948,-87.4353,342.639,-0.992257,1276.45,-2324.44,330.803,-0.136116,-0.0664631
632.89,56.3949,-87.4354,342.639,-0.992257,1253.28,-2324.44,330.806,-0.136116,-0.0664631
632.9,56.3951,-87.4355,342.639,-0.992257,1230.11,-2324.44,330.809,-0.136116,-0.0664631
632.91,56.3952,-87.4355,342.639,-0.992257,1206.95,-2324.44,330.812,-0.136116,-0.0664631
632.92,56.3953,-87.4356,342.639,-0.992257,1183.78,-2324.44,330.815,-0.136116,-0.0664631
632.93,56.3954,-87.4357,342.639,-0.992257,1160.61,-2324.44,330.818,-0.136116,-0.0664631
632.94,56.3955,-87.4357,342.639,-0.992257,1137.44,-2324.44,330.821,-0.136116,-0.0664631
632.95,56.3957,-87.4358,342.639,-0.992257,1114.27,-2324.44,330.825,-0.136116,-0.0664631
632.96,56.3958,-87.4359,342.639,-0.992257,1091.11,-2324.44,330.828,-0.136116,-0.0664631
632.97,56.3959,-87.4359,342.639,-0.992257,1067.94,-2324.44,330.832,-0.136116,-0.0664631
632.98,56.396,-87.436,342.639,-0.992257,1044.77,-2324.44,330.836,-0.136116,-0.0664631
632.99,56.3961,-87.4361,342.639,-0.992257,1021.6,-2324.44,330.84,-0.136116,-0.0664631
633,56.3963,-87.4361,342.639,0.769238,998.435,-2316.83,330.844,0.129042,-0.0641713
633.01,56.3964,-87.4362,343.408,0.769238,975.261,-2316.83,330.85,0.129042,-0.0641713
633.02,56.3965,-87.4363,343.408,0.769238,952.086,-2316.83,330.857,0.129042,-0.0641713
633.03,56.3966,-87.4363,343.408,0.769238,928.912,-2316.83,330.864,0.129042,-0.0641713
633.04,56.3968,-87.4364,343.408,0.769238,905.738,-2316.83,330.871,0.129042,-0.0641713
633.05,56.3969,-87.4365,343.408,0.769238,882.564,-2316.83,330.878,0.129042,-0.0641713
633.06,56.397,-87.4365,343.408,0.769238,859.39,-2316.83,330.886,0.129042,-0.0641713
633.07,56.3971,-87.4366,343.408,0.769238,836.215,-2316.83,330.895,0.129042,-0.0641713
633.08,56.3972,-87.4367,343.408,0.769238,813.041,-2316.83,330.903,0.129042,-0.0641713
633.09,56.3974,-87.4367,343.408,0.769238,789.867,-2316.83,330.913,0.129042,-0.0641713
633.1,56.3975,-87.4368,343.408,0.769238,766.693,-2316.83,330.923,0.129042,-0.0641713
633.11,56.3976,-87.4369,343.408,0.769238,743.519,-2316.83,330.933,0.129042,-0.0641713
633.12,56.3977,-87.4369,343.408,0.769238,720.345,-2316.83,330.945,0.129042,-0.0641713
633.13,56.3978,-87.437,343.408,0.769238,697.171,-2316.83,330.957,0.129042,-0.0641713
633.14,56.398,-87.4371,343.408,0.769238,673.997,-2316.83,330.969,0.129042,-0.0641713
633.15,56.3981,-87.4371,343.408,0.769238,650.823,-2316.83,330.983,0.129042,-0.0641713
633.16,56.3982,-87.4372,343.408,0.769238,627.65,-2316.83,330.998,0.129042,-0.0641713
633.17,56.3983,-87.4372,343.408,0.769238,604.476,-2316.83,331.014,0.129042,-0.0641713
633.18,56.3984,-87.4373,343.408,0.769238,581.302,-2316.83,331.031,0.129042,-0.0641713
633.19,56.3986,-87.4374,343.408,0.769238,558.128,-2316.83,331.05,0.129042,-0.0641713
633.2,56.3987,-87.4374,343.408,0.769238,534.955,-2316.83,331.07,0.129042,-0.0641713
633.21,56.3988,-87.4375,343.408,0.769238,511.781,-2316.83,331.092,0.129042,-0.0641713
633.22,56.3989,-87.4376,343.408,0.769238,488.608,-2316.83,331.116,0.129042,-0.0641713
633.23,56.399,-87.4376,343.408,0.769238,465.435,-2316.83,331.142,0.129042,-0.0641713
633.24,56.3992,-87.4377,343.408,0.769238,442.261,-2316.83,331.172,0.129042,-0.0641713
633.25,56.3993,-87.4378,343.408,0.769238,419.088,-2316.83,331.204,0.129042,-0.0641713
633.26,56.3994,-87.4378,343.408,0.769238,395.916,-2316.83,331.241,0.129042,-0.0641713
633.27,56.3995,-87.4379,343.408,0.769238,372.743,-2316.83,331.282,0.129042,-0.0641713
633.28,56.3996,-87.438,343.408,0.769238,349.57,-2316.83,331.328,0.129042,-0.0641713
633.29,56.3998,-87.438,343.408,0.769238,326.398,-2316.83,331.381,0.129042,-0.0641713
633.3,56.3999,-87.4381,343.408,0.769238,303.226,-2316.83,331.442,0.129042,-0.0641713
633.31,56.4,-87.4382,343.408,0.769238,280.055,-2316.83,331.513,0.129042,-0.0641713
633.32,56.4001,-87.4382,343.408,0.769238,256.884,-2316.83,331.597,0.129042,-0.0641713
633.33,56.4002,-87.4383,343.408,0.769238,233.714,-2316.83,331.698,0.129042,-0.0641713
633.34,56.4004,-87.4384,343.408,0.769238,210.544,-2316.83,331.821,0.129042,-0.0641713
633.35,56.4005,-87.4384,343.408,0.769238,187.376,-2316.83,331.974,0.129042,-0.0641713
633.36,56.4006,-87.4385,343.408,0.769238,164.21,-2316.83,332.171,0.129042,-0.0641713
633.37,56.4007,-87.4386,343.408,0.769238,141.046,-2316.83,332.432,0.129042,-0.0641713
633.38,56.4008,-87.4386,343.408,0.769238,117.886,-2316.83,332.796,0.129042,-0.0641713
633.39,56.401,-87.4387,343.408,0.769238,94.7336,-2316.83,333.338,0.129042,-0.0641713
